Event,Region,Place,Location,Player Name,Deck,Engine
Remote Duel YCS,CA,Top 16,Remote Duel LATAM,Carlos Jesus Mercado Ramirez,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Franco Persano,Fiendsmith,Bystial
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Alexis Stefano Fabricio Olmedo,Maliss,Bystial
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Moisses David Salas Ramones,Maliss,Bystial
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Cristopher Bernard Penafiel,Ryzeal,No Engine
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Joao Vitor Carreira Machado,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Paulo Roberto Goncalves,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Josias Janael Calvache Ramos,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Paulo Rubim Nepomuceno DaSilva,Ryzeal,Fiendsmith
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Renzo Agustin Vasquez Tarrill,Ryzeal,No Engine
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Lucas Luna Silva,Tenpai Dragon,No Engine
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Carlos Luis Perozo Moreno,Unknown,No Engine
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Angel Arturo Borja Aquino,Unknown,No Engine
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Fernando Bryan Gonzalez Arias,Ryzeal,Mitsurugi
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Diego Esteban Martinez Campos,White Forest,Azamina
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Patrick Hoban,Yubel,Fiendsmith
Remote Duel YCS,CA,Top 32,Remote Duel LATAM,Nestor Adalberto Huanacuni Mach,Yubel,Fiendsmith
Regional,NA,1st,Hagatna Guam,Unknown,Unknown,No Engine
Regional,NA,2nd,Hagatna Guam,Unknown,Unknown,No Engine
Regional,NA,Top 4,Hagatna Guam,Unknown,Unknown,No Engine
Regional,NA,Top 4,Hagatna Guam,Unknown,Unknown,No Engine
Regional,NA,Top 8,Hagatna Guam,Unknown,Unknown,No Engine
Regional,NA,Top 8,Hagatna Guam,Unknown,Unknown,No Engine
Regional,NA,Top 8,Hagatna Guam,Unknown,Unknown,No Engine
Regional,NA,Top 8,Hagatna Guam,Unknown,Unknown,No Engine
Regional,NA,1st,Las Vegas Nevada,Mitchell Ryan,Ryzeal,Fiendsmith
Regional,NA,2nd,Las Vegas Nevada,Christian Paul Gregorio Pascua,Ryzeal,No Engine
Regional,NA,Top 4,Las Vegas Nevada,Thomas Sebastian Beas,Ryzeal,Fiendsmith
Regional,NA,Top 4,Las Vegas Nevada,Matthew Pimentel Santiago,Maliss,Bystial
Regional,NA,Top 8,Las Vegas Nevada,Ulises Remigio Aispuro,Crystron,No Engine
Regional,NA,Top 8,Las Vegas Nevada,Kyle Alan Waterbury,Maliss,Bystial
Regional,NA,Top 8,Las Vegas Nevada,Agustin Martinez Jr,Ryzeal,Fiendsmith
Regional,NA,Top 8,Las Vegas Nevada,Sebastian To,Ryzeal,Fiendsmith
Regional,NA,1st,Columbus Ohio,Spencer Kruse,Maliss,Bystial
Regional,NA,2nd,Columbus Ohio,Connor Lee Hoffman,Maliss,No Engine
Regional,NA,Top 4,Columbus Ohio,Michael Alan Matula,Ryzeal,Mitsurugi
Regional,NA,Top 4,Columbus Ohio,Dan Andrei Podina,Maliss,No Engine
Regional,NA,Top 8,Columbus Ohio,Trayton Matthew Tragesser,Ryzeal,Fiendsmith
Regional,NA,Top 8,Columbus Ohio,Stephen Michael Niskey,Maliss,Bystial
Regional,NA,Top 8,Columbus Ohio,Jonathan Charles Sakelson,Unknown,No Engine
Regional,NA,Top 8,Columbus Ohio,Ondrae Charles Mathews,Unknown,No Engine
Regional,NA,1st,Oklahoma City Oklahoma,Houa Xiong,White Forest,Azamina
Regional,NA,2nd,Oklahoma City Oklahoma,George Lucas Sacco,Ryzeal,Fiendsmith
Regional,NA,Top 4,Oklahoma City Oklahoma,Aditya Shirish Dharap,Maliss,No Engine
Regional,NA,Top 4,Oklahoma City Oklahoma,Alan Duc Ngo,Maliss,Bystial
Regional,NA,Top 8,Oklahoma City Oklahoma,Jakob Jere Storey,Maliss,Bystial
Regional,NA,Top 8,Oklahoma City Oklahoma,Creighton Jevon Pree,Orcust,Azamina
Regional,NA,Top 8,Oklahoma City Oklahoma,Nathan Lamar Mills Jr,Maliss,Bystial
Regional,NA,Top 8,Oklahoma City Oklahoma,Israel Figueroa,Maliss,No Engine
Regional,NA,1st,Montreal Quebec CAN ,Unknown,Unknown,No Engine
Regional,NA,2nd,Montreal Quebec CAN ,Unknown,Unknown,No Engine
Regional,NA,Top 4,Montreal Quebec CAN ,Unknown,Unknown,No Engine
Regional,NA,Top 4,Montreal Quebec CAN ,Unknown,Unknown,No Engine
Regional,NA,Top 8,Montreal Quebec CAN ,Unknown,Unknown,No Engine
Regional,NA,Top 8,Montreal Quebec CAN ,Unknown,Unknown,No Engine
Regional,NA,Top 8,Montreal Quebec CAN ,Unknown,Unknown,No Engine
Regional,NA,Top 8,Montreal Quebec CAN ,Unknown,Unknown,No Engine
Regional,CA,1st,San José Costa Rica,Unknown,Unknown,No Engine
Regional,CA,2nd,San José Costa Rica,Unknown,Unknown,No Engine
Regional,CA,Top 4,San José Costa Rica,Unknown,Unknown,No Engine
Regional,CA,Top 4,San José Costa Rica,Unknown,Unknown,No Engine
Regional,CA,Top 8,San José Costa Rica,Unknown,Unknown,No Engine
Regional,CA,Top 8,San José Costa Rica,Unknown,Unknown,No Engine
Regional,CA,Top 8,San José Costa Rica,Unknown,Unknown,No Engine
Regional,CA,Top 8,San José Costa Rica,Unknown,Unknown,No Engine
Regional,EU,1st,Germany Schwandorf,Johannes Bauer,Maliss,Bystial
Regional,EU,2nd,Germany Schwandorf,Lieder Daniel,Ryzeal,Fiendsmith
Regional,EU,Top 4,Germany Schwandorf,JPCourage,Primite,Fiendsmith
Regional,EU,Top 4,Germany Schwandorf,Fabi Abi,Crystron,No Engine
Regional,EU,Top 8,Germany Schwandorf,Primo 10,Unknown,No Engine
Regional,EU,Top 8,Germany Schwandorf,Schein,Maliss,Bystial
Regional,EU,Top 8,Germany Schwandorf,Ben Hänel,Unknown,No Engine
Regional,EU,Top 8,Germany Schwandorf,Kevin Albeaty,Unknown,No Engine
Regional,EU,1st,simbach deutschland,Lukas Wilk,Maliss,No Engine
Regional,EU,2nd,simbach deutschland,Moritz Demuth,Maliss,No Engine
Regional,EU,Top 4,simbach deutschland,Alfred Endl,Yubel,Fiendsmith
Regional,EU,Top 4,simbach deutschland,Jonas Dankesreiter,Ryzeal,Fiendsmith
Regional,EU,Top 8,simbach deutschland,Matthias Fisch,Ryzeal,Fiendsmith
Regional,EU,Top 8,simbach deutschland,Michael Kaindl,Unknown,No Engine
Regional,EU,Top 8,simbach deutschland,Julian Truong,Kashtira,Fiendsmith
Regional,EU,Top 8,simbach deutschland,Milad Ahmadi,Crystron,Azamina Kash
