Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
Remote Duel YCS;CA;Top 32;Remote Duel LATAM;Renzo Agustin Vasquez Tarrill;Ryzeal;No Engine;9
Remote Duel YCS;CA;Top 32;Remote Duel LATAM;Lucas Luna Silva;Tenpai Dragon;No Engine;9
Remote Duel YCS;CA;Top 32;Remote Duel LATAM;Fernando Bryan Gonzalez Arias;Ryzeal;Mitsurugi;9
Remote Duel YCS;CA;Top 32;Remote Duel LATAM;Diego Esteban Martinez Campos;White Forest;Azamina;9
Remote Duel YCS;CA;Top 32;Remote Duel LATAM;Patrick Hoban;Yubel;Fiendsmith;9
Remote Duel YCS;CA;Top 32;Remote Duel LATAM;Nestor Adalberto Huanacuni Mach;Yubel;Fiendsmith;9
Regional;NA;1st;Las Vegas Nevada;Mitchell Ryan;Ryzeal;Fiendsmith;9
Regional;NA;2nd;Las Vegas Nevada;Christian Paul Gregorio Pascua;Ryzeal;No Engine;9
Regional;NA;Top 4;Las Vegas Nevada;Thomas Sebastian Beas;Ryzeal;Fiendsmith;9
Regional;NA;Top 4;Las Vegas Nevada;Matthew Pimentel Santiago;Maliss;Bystial;9
Regional;NA;Top 8;Las Vegas Nevada;Ulises Remigio Aispuro;Crystron;No Engine;9
Regional;NA;Top 8;Las Vegas Nevada;Kyle Alan Waterbury;Maliss;Bystial;9
Regional;NA;Top 8;Las Vegas Nevada;Agustin Martinez Jr;Ryzeal;Fiendsmith;9
Regional;NA;Top 8;Las Vegas Nevada;Sebastian To;Ryzeal;Fiendsmith;9
Regional;NA;1st;Columbus Ohio;Spencer Kruse;Maliss;Bystial;9
Regional;NA;2nd;Columbus Ohio;Connor Lee Hoffman;Maliss;No Engine;9
Regional;NA;Top 4;Columbus Ohio;Michael Alan Matula;Ryzeal;Mitsurugi;9
Regional;NA;Top 4;Columbus Ohio;Dan Andrei Podina;Maliss;No Engine;9
Regional;NA;Top 8;Columbus Ohio;Trayton Matthew Tragesser;Ryzeal;Fiendsmith;9
Regional;NA;Top 8;Columbus Ohio;Stephen Michael Niskey;Maliss;Bystial;9
Regional;NA;1st;Oklahoma City Oklahoma;Houa Xiong;White Forest;Azamina;9
Regional;NA;2nd;Oklahoma City Oklahoma;George Lucas Sacco;Ryzeal;Fiendsmith;9
Regional;NA;Top 4;Oklahoma City Oklahoma;Aditya Shirish Dharap;Maliss;No Engine;9
Regional;NA;Top 4;Oklahoma City Oklahoma;Alan Duc Ngo;Maliss;Bystial;9
Regional;NA;Top 8;Oklahoma City Oklahoma;Jakob Jere Storey;Maliss;Bystial;9
Regional;NA;Top 8;Oklahoma City Oklahoma;Creighton Jevon Pree;Orcust;Azamina;9
Regional;NA;Top 8;Oklahoma City Oklahoma;Nathan Lamar Mills Jr;Maliss;Bystial;9
Regional;NA;Top 8;Oklahoma City Oklahoma;Israel Figueroa;Maliss;No Engine;9
Regional;EU;1st;Germany Schwandorf;Johannes Bauer;Maliss;Bystial;9
Regional;EU;2nd;Germany Schwandorf;Lieder Daniel;Ryzeal;Fiendsmith;9
Regional;EU;Top 4;Germany Schwandorf;JPCourage;Primite;Fiendsmith;9
Regional;EU;Top 4;Germany Schwandorf;Fabi Abi;Crystron;No Engine;9
Regional;EU;Top 8;Germany Schwandorf;Schein;Maliss;Bystial;9
Regional;EU;1st;Germany Simbach;Lukas Wilk;Maliss;No Engine;9
Regional;EU;2nd;Germany Simbach;Moritz Demuth;Maliss;No Engine;9
Regional;EU;Top 4;Germany Simbach;Alfred Endl;Yubel;Fiendsmith;9
Regional;EU;Top 4;Germany Simbach;Jonas Dankesreiter;Ryzeal;Fiendsmith;9
Regional;EU;Top 8;Germany Simbach;Matthias Fisch;Ryzeal;Fiendsmith;9
Regional;EU;Top 8;Germany Simbach;Julian Truong;Kashtira;Fiendsmith;9
Regional;EU;Top 8;Germany Simbach;Milad Ahmadi;Crystron;Azamina;9
